"group","metabolite"
2,"ZBED6"
2,"PID1"
2,"CLEC4M"
2,"ELAVL2"
2,"AKR1B10"
2,"CDC20"
2,"PDF"
2,"MYO7B"
2,"ARHGAP30"
2,"RHOF"
2,"ESPL1"
2,"LINC01629"
2,"SMCR8"
2,"FBXO31"
2,"RNF123"
2,"S100A14"
2,"RDH16"
2,"EIF3L"
2,"LOC646801"
2,"RN7SL688P"
2,"ITPRIPL2"
2,"NPSR1-AS1"
2,"LOC729707"
2,"PPP1R14B-AS1"
2,"CYP2D8P"
2,"SAMD4A"
2,"SIX5"
2,"CCL26"
2,"LOC100505782"
2,"AURKAIP1"
2,"IQSEC3"
2,"GYS1"
2,"DUSP18"
2,"L1CAM-AS1"
2,"ERCC1"
2,"IL1F10"
2,"LINC01564"
2,"LOC154761"
2,"TBRG4"
2,"KLHL21"
2,"MMP25"
2,"TREM1"
2,"BIN1"
2,"CCN5"
2,"FAXDC2"
2,"LINC00200"
2,"SLC6A12"
2,"PIMREG"
2,"CHST7"
2,"CYP4F60P"
2,"GADD45A"
2,"COL7A1"
2,"MIB2"
2,"PHC2"
2,"RASIP1"
2,"ESRG"
2,"STK4-DT"
2,"NKPD1"
2,"OAS3"
2,"LOC124909451"
2,"FAM182A"
2,"RFX3-DT"
2,"FGFBP2"
2,"RGS12"
2,"APOBEC3H"
2,"DEFB4A"
2,"DEFB4B"
2,"LOC124906748"
2,"CAMKK1"
2,"CPTP"
2,"TEX19"
2,"HS1BP3-IT1"
2,"PCNX3"
2,"LRP8"
2,"STK16"
2,"ZBTB4"
2,"PPM1F"
2,"PLEKHH2"
2,"PALM3"
2,"FAM20C"
2,"CACNA1B"
2,"MIR3150BHG"
2,"ACP5"
2,"CERS6"
2,"MZB1"
2,"SPEM2"
2,"ADRB2"
2,"ARHGEF16"
2,"VWA7"
3,"PDCL3"
3,"RPL22L1"
3,"RBM8A"
3,"WASHC3"
3,"SPAG16"
3,"DECR1"
3,"PDIA3"
3,"CWC15"
3,"MANF"
3,"PIBF1"
3,"SULF2"
3,"ARL15"
3,"SAP18"
3,"POMP"
3,"COMMD1"
3,"CGB5"
3,"SLC66A3"
3,"MRPS36"
3,"TPM4"
3,"MED4"
3,"MORN2"
3,"EMC7"
3,"METTL18"
3,"NDUFA12"
3,"EEIG2"
3,"SNORD92"
3,"SUMO1"
3,"SETD9"
3,"SYNCRIP"
3,"DTD1"
3,"ZNF706"
3,"GTF2A2"
3,"LPCAT2"
3,"REEP5"
3,"SLC30A4"
3,"DTWD1"
3,"GLCE"
3,"METTL5"
3,"ZNF32"
3,"TIGAR"
3,"MOB1B"
3,"ZNF883"
3,"DPH6"
3,"FOXP1"
3,"THOC7"
3,"CCDC112"
3,"TM2D3"
3,"SMIM26"
3,"NDUFAF4"
3,"ZNF121"
3,"KIN"
3,"WNT5B"
3,"SLC12A2-DT"
3,"SNX24"
3,"TMEM199"
3,"GTSF1"
3,"ARL1"
3,"UBE2N"
3,"DYM"
3,"TXNL1"
3,"NACA"
3,"TGFBI"
3,"NDUFC2"
3,"SLC33A1"
3,"SLC35A1"
3,"ARPC3"
3,"NDUFAF2"
3,"SCFD1"
3,"H3-3A"
3,"MACROH2A1"
3,"PPM1B"
3,"KBTBD3"
3,"ARV1"
3,"ATP5MK"
3,"RSU1"
3,"HSBP1"
3,"KCNAB1"
3,"LINC02326"
3,"DNAJC15"
3,"SELENOK"
3,"NSA2"
3,"ZC3H11C"
3,"ELMOD2"
3,"UGP2"
3,"MTIF3"
3,"TMEM126A"
3,"RPP40"
3,"TXNL4A"
3,"IER3IP1"
3,"MLF1"
3,"ZNF383"
3,"ATP5PD"
3,"TMEM192"
3,"THYN1"
3,"CD59"
3,"SENP8"
3,"LYRM2"
3,"HPF1"
3,"MRPL18"
3,"MTRES1"
3,"RNASEH2B"
3,"CIR1"
3,"PLGRKT"
3,"PSMA4"
3,"C11orf54"
3,"ACADL"
3,"NIFK"
3,"FRG1"
3,"ZNF284"
3,"MIPOL1"
3,"LEF1"
3,"SNRPB2"
3,"IFTAP"
3,"MRPS9"
3,"RPGR"
3,"LIMS1"
3,"POLR2K"
3,"SF3B6"
3,"PCDHB15"
3,"HNRNPDL"
3,"ZNF565"
3,"RWDD1"
3,"NOL7"
3,"NT5DC1"
3,"CCNB1IP1"
3,"ARF4"
3,"LNCOG"
3,"SHLD1"
3,"MLLT3"
3,"MAN1A1"
3,"UXT"
3,"ZNF2"
3,"DHRS4-AS1"
3,"CFAP58"
3,"COMMD3"
3,"EIF4E2"
3,"PIGU"
3,"CALM2"
3,"SUMO2"
3,"WDR41"
3,"ATP13A5"
3,"ALG5"
3,"FAM177A1"
3,"LOC101927178"
3,"PPIB"
3,"CRIPT"
3,"LINC01590"
3,"SMIM8"
3,"RBFA"
3,"TBCEL"
3,"EIF3J"
3,"SEC11C"
3,"FKBP3"
3,"EBAG9"
3,"ELOC"
3,"ABRACL"
3,"CDC16"
3,"PFDN6"
3,"DNAAF10"
3,"LEPROTL1"
3,"CAPZB"
3,"CRNKL1"
3,"UQCR11"
3,"MOB1A"
3,"LOC102724200"
3,"SLCO4C1"
3,"SEC61B"
3,"DDX10"
3,"EXPH5"
3,"HSPE1"
3,"TCAF1"
3,"RPS15A"
3,"LDAH"
3,"CASP3"
3,"PCDHB2"
3,"DERL2"
3,"SNAP29"
3,"NUCB2"
3,"ARL14EP"
3,"S100A11"
3,"DGUOK"
3,"ANAPC10"
3,"CHTOP"
3,"BRINP1"
3,"PMP22"
3,"MPC2"
3,"YWHAZ"
3,"SNRPE"
3,"CSRP1-AS1"
3,"ATP5PF"
3,"HNRNPA1P33"
3,"UNC50"
3,"GSTO1"
3,"ZNF184"
3,"GNAQ"
3,"BOLA3"
3,"MTA3"
3,"LOC105374811"
3,"NDUFB9"
3,"JHY"
3,"KCTD21"
3,"HEXA"
3,"RAB4A"
3,"RTRAF"
3,"ZNF17"
3,"OLFM4"
3,"CAMTA1"
3,"VPS45"
3,"SLCO6A1"
3,"EXOSC1"
3,"GEMIN6"
3,"ITGB1BP1"
3,"COX5A"
3,"CHMP4C"
3,"EIF1"
3,"COP1"
3,"CLMP"
3,"GINM1"
3,"MRPS31"
3,"ERH"
3,"ZNF652"
3,"MARCKS"
3,"ZNF365"
3,"DYRK4"
3,"NIPSNAP3A"
3,"TIPRL"
3,"GUF1"
3,"MPHOSPH10"
3,"COX6C"
3,"ZNF566"
3,"RMND1"
3,"BLOC1S1"
3,"FAM171B"
3,"SLC16A10"
3,"ANAPC13"
3,"HSP90B1"
3,"UCHL3"
3,"STX8"
3,"PNPO"
3,"SMIM10L1"
3,"CCDC117"
3,"ZNF252P"
3,"WDPCP"
3,"IFNGR1"
3,"MPC1"
3,"MEGF11"
3,"TMED10"
3,"TRMT5"
3,"DPY30"
3,"ACYP2"
3,"ADGRL3"
3,"RIDA"
3,"HIBCH"
3,"MAP4K3-DT"
3,"RABGAP1L"
3,"LUM"
3,"MTRFR"
3,"MTX2"
3,"SKP1"
3,"OLA1"
3,"MRPL42"
3,"SUGT1"
3,"ZNF69"
3,"MOB4"
3,"STAT4-AS1"
3,"ENPEP"
3,"ATP5MC1"
3,"HNRNPUL2"
3,"PSMA3"
3,"ARFGAP3"
3,"NDUFB5"
3,"OSTC"
3,"HOMER2"
3,"ATXN10"
3,"REXO2"
3,"ZNF510"
3,"TMEM208"
3,"ASF1A"
3,"RBM34"
3,"EIF3M"
3,"PAM"
3,"WDR89"
3,"DNAJC1"
3,"TEX43"
3,"ZNF542P"
3,"IFT74"
3,"LOC107986400"
3,"GOPC"
3,"ZCRB1"
3,"ZNF404"
3,"COX7A2"
3,"NUDT9"
3,"OST4"
3,"DRAM2"
3,"POLB"
3,"TTC27"
3,"DDX19A"
3,"HLA-DOB"
3,"GAR1"
3,"HDAC2"
3,"LMBRD1"
3,"ARHGAP15"
3,"RAB2A"
3,"BTF3"
3,"ZNF585B"
3,"LINC01117"
3,"NDUFB6"
3,"BBOF1"
3,"GNAS"
3,"RPS7"
3,"SETD3"
3,"TADA2A"
3,"BANF1"
3,"PDE6D"
3,"CEP162"
3,"C14orf28"
3,"ZNF879"
3,"ACAA2"
3,"HDDC2"
3,"NBEA"
3,"HNRNPD"
3,"SERPINA11"
3,"MFF"
3,"LTV1"
3,"ST3GAL6"
3,"TTC1"
3,"DSCR4"
3,"RSL24D1"
3,"UBE2Q2"
3,"GLIPR1"
3,"COX7C"
3,"ALKBH2"
3,"SORBS2"
3,"TDRD3"
3,"SCN3B"
3,"ZNF638"
3,"DNAL1"
3,"STX7"
3,"ZFP14"
3,"SCP2"
3,"DCAF4L2"
3,"ANKEF1"
3,"TIFA"
3,"IFNAR1"
3,"AASDHPPT"
3,"ITGB6"
3,"CHMP3"
3,"GNL2"
3,"YWHAH"
3,"CLCN5"
3,"DNAJB1"
3,"DNAJC7"
3,"LARP7"
3,"FOXR2"
3,"EMG1"
3,"CUTA"
3,"IMPACT"
3,"MIR1244-2"
3,"CEBPZOS"
3,"SAT1"
3,"COPS9"
3,"ODR4"
3,"RALGPS2"
3,"METTL25"
3,"TCEAL4"
3,"COQ10B"
3,"HSPA5"
3,"SAMD13"
3,"PCBP2"
3,"STON2"
3,"PAPSS1"
3,"RYR3"
3,"PSME3IP1"
3,"ZBTB8OS"
3,"PRKACB"
3,"ZNF799"
3,"DYRK2"
3,"NPC2"
3,"ZRSR2"
3,"SMN2"
3,"PPHLN1"
3,"IFT43"
3,"SPR"
3,"ELP4"
3,"MRPL50"
3,"PPA2"
3,"TPRKB"
3,"CCDC115"
3,"CPSF3"
3,"LARP6"
3,"NPY1R"
3,"MEIS1"
3,"MBD2"
3,"PPIG"
3,"FDX1"
3,"CCDC43"
3,"DACT1"
3,"TMEM17"
3,"SAYSD1"
3,"ERG28"
3,"QDPR"
3,"ARPIN"
3,"FAM104B"
3,"YBEY"
3,"TLR6"
3,"NDFIP1"
3,"DCAF13"
3,"UFD1"
3,"GCFC2"
3,"PICALM"
3,"TPD52L1"
3,"ATP6V1D"
3,"INTS10"
3,"COPS2"
3,"C2CD4B"
3,"PMEPA1"
3,"HAUS3"
3,"SOHLH2"
3,"CFHR4"
3,"EMC2"
3,"CCNH"
3,"TACR1"
3,"ALG8"
3,"RPF2"
3,"LOC124900580"
3,"LOC389831"
3,"HSDL1"
3,"ZNF354A"
3,"NDUFB1"
3,"PDCD6IP-DT"
3,"TIMM9"
3,"CLIC2"
3,"DNAJA1"
3,"MACIR"
3,"SPCS1"
3,"CETN2"
3,"ZNG1A"
3,"FILIP1L"
3,"GPR89A"
3,"SRP19"
3,"RWDD4"
3,"ZNF547"
3,"PAWR"
3,"PHKB"
3,"UQCC6"
3,"OSR1"
3,"DISP1"
3,"FAM136A"
3,"TMEM165"
3,"ZNF37A"
3,"CYP4V2"
3,"KCTD6"
3,"ZNF268"
3,"CDK5R1"
3,"YAE1"
3,"PCGF1"
3,"RHOB"
3,"DNM1L"
3,"LRAT"
3,"ZNF30"
3,"NOP16"
3,"UBE2B"
3,"NAA20"
3,"CHCHD7"
3,"CFDP1"
3,"ZNF271P"
3,"PPP3CA"
3,"FER"
3,"COA6"
3,"PDCD2"
3,"UBE2L3"
3,"RIOK2"
3,"GTF3A"
3,"MRPL22"
3,"HEBP1"
3,"HSPA5P1"
3,"F8A1"
3,"KHDRBS3"
3,"RPL5"
3,"ACTR10"
3,"ADAM19"
3,"MRPL24"
3,"AHSA1"
3,"TRAPPC4"
3,"ZNF747"
3,"CEBPG"
3,"IFT80"
3,"RPL5P34"
3,"TOMM20"
3,"HMGN3"
3,"DSTN"
3,"NOPCHAP1"
3,"TMEM117"
3,"ZNF578"
3,"GGPS1"
3,"MAGEB2"
3,"ISCA1"
3,"GIN1"
3,"AVPR1A"
3,"AAGAB"
3,"FZD3"
3,"GNPAT"
3,"SPCS3"
3,"RNU7-123P"
3,"UBE2V2"
3,"ZNF790"
3,"ARHGAP18"
3,"LINC00221"
3,"PPP1CB"
3,"PDCD2L"
3,"RBM27"
3,"BLZF1"
3,"SEC22B"
3,"DSG2-AS1"
3,"SNX25P1"
3,"ENY2"
3,"MAPK1IP1L"
3,"LLPH"
3,"LPP"
3,"GSTCD-AS1"
3,"PEX11B"
3,"CBY1"
3,"C2orf76"
3,"PHACTR2"
3,"PSME2P2"
3,"AP3B1"
3,"SERGEF"
3,"SKIC8"
3,"TEX9"
3,"CHORDC1"
3,"TATDN1"
3,"NDUFA9"
3,"LOC349160"
3,"SYAP1"
3,"ZNF207"
3,"TMEM50B"
3,"MRPL19"
3,"SMAD9"
3,"SPCS2"
3,"PPIC"
3,"C18orf21"
3,"PLGLB1"
3,"RPS23P8"
3,"GAP43"
3,"PAK2"
3,"SUB1"
3,"METTL2A"
3,"MSRB2"
3,"RPL14"
3,"SLC39A8"
3,"ATP5MJ"
3,"SNRPD1"
3,"RBBP9"
3,"COX18"
3,"NPAS4"
3,"MIA"
3,"ZUP1"
3,"CYP20A1"
3,"CD24"
3,"COPS5"
3,"NOX1"
3,"ERP44"
3,"BDH2"
3,"CDC37L1"
3,"HMGB1P5"
3,"ZNF490"
3,"AK6"
3,"LAMTOR3"
3,"SFT2D1"
3,"SLC4A1AP"
3,"KITLG"
3,"GTF2E2"
3,"PCDHB11"
3,"CBFB"
3,"PPP2R3C"
3,"TMEM60"
3,"DNAJC21"
3,"DUSP14"
3,"CHD4"
3,"GET1"
3,"CD164"
3,"TTC8"
3,"BRD7"
3,"CIAO1"
3,"TOR1AIP2"
3,"TMA7"
3,"ADAM10"
3,"LDHB"
3,"MOXD1"
3,"TTLL7"
3,"RPS27A"
3,"FNTA"
3,"FOXD4"
3,"C9orf78"
3,"SMIM15"
3,"CALM1"
3,"BABAM2"
3,"KCMF1"
3,"RPL36AL"
3,"RBIS"
3,"HNRNPA3"
3,"SNX16"
3,"SS18L2"
3,"KDELR1"
3,"RAB1A"
3,"HNRNPAB"
3,"ISCA2"
3,"YWHAB"
3,"RAB6C"
3,"GON7"
3,"SET"
3,"LACTB"
3,"MED7"
3,"PDE8B"
3,"EIF4E3"
3,"PSG5"
3,"HYKK"
3,"COX6A1"
3,"SMARCE1"
3,"CALD1"
3,"DYSF"
3,"NDUFAF7"
3,"SNX22"
3,"PPIL4"
3,"PRORP"
3,"CT47B1"
3,"HSPA1L"
3,"TUBD1"
3,"ZNF283"
3,"CHIC2"
3,"EML4"
3,"GTF3C6"
3,"LRIF1"
3,"JTB"
3,"ATP1B1"
3,"C12orf56"
3,"BROX"
3,"FAM21FP"
3,"CD302"
3,"PIGX"
3,"PLRG1"
3,"GALNT6"
3,"AHR"
3,"LOC105379839"
3,"RNF180"
3,"ZFAND5"
3,"CSNK2B"
3,"SMIM19"
3,"NOL10"
3,"BRIX1"
3,"ATP5MC3"
3,"CDK7"
3,"HADHB"
3,"ZNF264"
3,"ECHDC1"
3,"LOC124901526"
3,"TCEANC"
3,"LAPTM4A"
3,"ATP1B3"
3,"PSENEN"
3,"URI1"
3,"ERP27"
3,"MCEE"
3,"PIAS2"
3,"ARPC5"
3,"SEC63"
3,"TRAPPC13"
3,"CYP2U1"
3,"POP5"
3,"SPAST"
3,"UBE2J1"
3,"PPP3R1"
3,"ZNF260"
3,"PTS"
3,"RASSF9"
3,"PSMD14"
3,"UFM1"
3,"NTPCR"
3,"PDE7A"
3,"PSMA1"
3,"SAR1B"
3,"SDHD"
3,"EAF2"
3,"RNF217"
3,"ACVR2A"
3,"ATRAID"
3,"PINX1"
3,"SSBP2"
3,"OGFOD1"
3,"DUXAP10"
3,"FBXO3"
3,"ZNF234"
3,"PCTP"
3,"FIP1L1"
3,"RHOA"
3,"YARS2"
3,"ZNF420"
3,"NEDD8"
3,"GRPEL1"
3,"FBXO8"
3,"METTL14"
3,"LOC100506403"
3,"RUNX1"
3,"FANCL"
3,"SMIM17"
3,"PSME4"
3,"MRPS18C"
3,"TAF11"
3,"DPH5-DT"
3,"GLIS3"
3,"RAPGEF6"
3,"RFTN1"
3,"ESCO1"
3,"SLC25A17"
3,"N6AMT1"
3,"ZNF141"
3,"HPS1"
3,"LOC105371348"
3,"PCMTD1"
3,"TERF2IP"
3,"SRP54"
3,"ZNF14"
3,"DDX1"
3,"MRFAP1L1"
3,"SSB"
3,"ATP6AP1-DT"
3,"GLP1R"
3,"BMPR2"
3,"PPP6C"
3,"BZW2"
3,"MGST2"
3,"RNF217-AS1"
3,"RBM45"
3,"GALNT13"
3,"OCIAD1"
3,"LOC119746555"
3,"SYNJ2BP"
3,"ARL6IP5"
3,"ZNF480"
3,"ATP6AP2"
3,"RARS2"
3,"IGIP"
3,"TARDBP"
3,"PIGC"
3,"PAIP2B"
3,"FAM210B"
3,"PARK7"
3,"SMN1"
3,"VTI1B"
3,"SCRN3"
3,"CAMKMT"
3,"RAB4B"
3,"AUP1"
3,"PARL"
3,"UQCR10"
3,"DCUN1D5"
3,"RMDN2"
3,"RAD17"
3,"ALKBH8"
3,"NSUN6"
3,"CTHRC1"
3,"SESTD1"
3,"ZNF22"
3,"LINC00867"
3,"SPG21"
3,"SEM1"
3,"ATP6V1G1"
3,"MPHOSPH6"
3,"ARF3"
3,"ARHGEF33"
3,"ZNF439"
3,"GLULP4"
3,"SNRNP27"
3,"DCN"
3,"DAP3"
3,"CRABP2"
3,"METTL23"
3,"RNF128"
3,"IRF2BP2"
3,"ICA1L"
3,"USP13"
3,"ATXN7L3B"
3,"BAG5"
3,"LOC101928894"
3,"RBMS3"
3,"ANKRD49"
3,"BAG4"
3,"CLCC1"
3,"HSBP1L1"
3,"NPIPA7"
3,"FH"
3,"ORC4"
3,"KDSR"
3,"TIMM21"
3,"DAPL1"
3,"ZNF791"
3,"SDK2"
3,"C8orf76"
3,"ZNF813"
3,"LIPT2-AS1"
3,"TAF9"
3,"COPZ1"
3,"CTXND1"
3,"ZSWIM7"
3,"ANXA4"
3,"MRPL47"
3,"SLC25A46"
3,"MDM1"
3,"CCDC90B"
3,"SMIM7"
3,"ZNF461"
3,"C12orf4"
3,"GLRX2"
3,"GBA3"
3,"CHRAC1"
3,"ORC3"
3,"RPRM"
3,"LRRC69"
3,"RAB10"
3,"CHST6"
3,"DNAJC25"
3,"HSPA4"
3,"NOX4"
3,"NGDN"
3,"STRCP1"
3,"KICS2"
3,"ZNF599"
3,"DPY19L2"
3,"JAZF1"
3,"GTDC1"
3,"SRPRB"
3,"IQCB1"
3,"SRSF1"
3,"METTL21A"
3,"ZNF529"
3,"ZNF763"
3,"CAMLG"
3,"ERLEC1"
3,"MBIP"
3,"MRPL32"
3,"HEATR3"
3,"MB21D2"
3,"BTG3"
3,"LSM14A"
3,"PSMD6"
3,"UBE2F"
3,"AGT"
3,"PARLP2"
3,"FAM107A"
3,"TSPAN3"
3,"ZBTB8A"
3,"MAGOHB"
3,"TFCP2"
3,"DUT"
3,"RHOQ"
3,"APLF"
3,"PHIP"
3,"ZNF280D"
3,"TUBAP13"
3,"RCAN1"
3,"TMEM230"
3,"HADH"
3,"UPF3A"
3,"PSMD12"
3,"CNEP1R1"
3,"TMEM126B"
3,"RPS23"
3,"TPMT"
3,"LINC01980"
3,"ANKRD19P"
3,"MSH3"
3,"IMP3"
3,"IFNAR2"
3,"LOC101929297"
3,"GPBP1"
3,"PSMG1"
3,"KLHL42"
3,"TSTD1"
3,"ZNF253"
3,"ADSS2"
3,"RNF7"
3,"USP6"
3,"CATSPERB"
3,"SLC30A9"
3,"TMEM81"
3,"PRDX6"
3,"RASGRF2"
3,"LRRC23"
3,"MRPS21"
3,"UPF3B"
3,"MTHFD2L"
3,"C9orf85"
3,"GTF2H5"
3,"C1orf131"
3,"NEMP2-DT"
3,"SDCCAG8"
3,"KIF26B"
3,"GOLGA5"
3,"PARN"
3,"TRIM13"
3,"RPL23AP55"
3,"CARF"
3,"TAX1BP1"
3,"RALA"
3,"MAP1LC3B"
3,"MGP"
3,"BIVM"
3,"SLC38A9"
3,"LOC105372522"
3,"PLCB1"
3,"LOC100507403"
3,"DSCR8"
3,"DNAAF4"
3,"OAZ2"
3,"SKIL"
3,"COX7B2"
3,"CYP2R1"
3,"TIMM23"
3,"YTHDC1"
3,"TXN"
3,"DYNLL1"
3,"GCA"
3,"SLC26A2"
3,"HNRNPU"
3,"NDUFA2"
3,"C3orf14"
3,"HSPA6"
3,"TRAF3IP1"
3,"C16orf87"
3,"KRTAP10-2"
3,"ACP1"
3,"NECAP1"
3,"STRADB"
3,"AP1S3"
3,"ZCCHC9"
3,"SMOC1"
3,"SLC25A48-AS1"
3,"DHFR2"
3,"RHOT1"
3,"PPP1R7"
3,"FKBP1A"
3,"MKKS"
3,"ZNF286B"
3,"ACBD6"
3,"LHX4-AS1"
3,"DNAJA2"
3,"ZNF816"
3,"SCAMP1"
3,"LMBRD2"
3,"TPT1"
3,"KARS1"
3,"LYAR"
3,"TMCO1"
3,"GABPB1"
3,"ENDOD1"
3,"KPNA4"
3,"ATF7"
3,"TRMT61B"
3,"TRIM24"
3,"IFT46"
3,"CARS1"
3,"NSMCE1"
3,"BANK1"
3,"IMMP1L"
3,"LINC00933"
3,"ODAPH"
3,"PSPN"
3,"NCBP2"
3,"NEXN"
3,"CEP70"
3,"ZNF711"
3,"RPL24"
3,"TRIP11"
3,"CRYZL1"
3,"IER5L"
3,"OOEP"
3,"RGS5"
3,"CD47"
3,"DCUN1D4"
3,"NR2F1"
3,"TRIR"
3,"PRPSAP1"
3,"RPL15"
3,"LYSMD2"
3,"SPDYE12"
3,"PSMC6"
3,"ATP8B1"
3,"SFXN4"
3,"ZNF407-AS1"
3,"PUS3"
3,"RNF146"
3,"ZNF559"
3,"APTX"
3,"GEMIN8"
3,"LINC02245"
3,"SLC3A2"
3,"ZNF852"
3,"PGLS-DT"
3,"RBM18"
3,"TMEM135"
3,"ELP2"
3,"RPS13"
3,"SLC35B3"
3,"PGGT1B"
3,"CCDC167"
3,"EEF1E1"
3,"ZMAT2"
3,"CLDND1"
3,"HSPH1"
3,"CA5BP1"
3,"AFAP1L1"
3,"COA5"
3,"SELENOS"
3,"HCN2"
3,"OSTM1"
3,"ISY1"
3,"SSBP3"
3,"DCTN6"
3,"RAB6A"
3,"N4BP2"
3,"EEF1AKMT2"
3,"DNAH14"
3,"TMEM267"
3,"CPS1"
3,"ZCCHC7"
3,"UBE2W"
3,"CZIB"
3,"TMEM123"
3,"BMI1"
3,"TAC1"
3,"SMURF2"
3,"HIGD1A"
3,"KIZ"
3,"GYG2"
3,"SOCS6"
3,"RNU6-94P"
3,"TCTN1"
3,"SCCPDH"
3,"MTERF3"
3,"TRMT10C"
3,"DYNLT2B"
3,"MTFMT"
3,"SMAD2"
3,"LOC442155"
3,"RNA5SP464"
3,"LIPT1"
3,"UPF2"
3,"ATP5IF1"
3,"PNO1"
3,"ZNF567"
3,"WTAP"
3,"ZNF780B"
3,"CBX8"
3,"NUS1"
3,"MRNIP-DT"
3,"COX17"
3,"IFT88"
3,"NDUFV3"
3,"ATP5MG"
3,"AQP4"
3,"NSMCE3"
3,"CACNG4"
3,"LINC01359"
3,"GAD1"
3,"YTHDC2"
3,"CALCOCO2"
3,"GABARAPL2"
3,"MRPL35"
3,"KCNK2"
3,"LINC01249"
3,"ABHD13"
3,"COIL"
3,"SPAG1"
3,"HSPA1B"
3,"MFSD11"
3,"AP5M1"
3,"KCNJ2"
3,"TRIB2"
3,"CMC1"
3,"DHX57"
3,"NBDY"
3,"TXNDC16"
3,"PLAAT1"
3,"RSL1D1"
3,"ZNF75A"
3,"FASTKD1"
3,"PRKCI"
3,"ZMYND11"
3,"CCDC192"
3,"GPC4"
3,"ANKHD1"
3,"ME2"
3,"APOO"
3,"PA2G4"
3,"CCZ1B"
3,"MAP3K13"
3,"FTSJ1"
3,"ZNF780A"
3,"MRPS35"
3,"ERP29"
3,"RFPL4B"
3,"RAB40B"
3,"MRPL3"
3,"LRRCC1"
3,"RAET1K"
3,"INO80D"
3,"IL6"
3,"OSGEPL1"
3,"LINC01697"
3,"F8"
3,"C1orf56"
3,"THAP9"
3,"AVEN"
3,"DDX5"
3,"NFYB"
3,"TRAF6"
3,"CCDC96"
3,"TFB1M"
3,"CWC22"
3,"YPEL5"
3,"PDLIM1P4"
3,"PSMC5"
3,"CNTN5"
3,"RPL10L"
3,"AMD1"
3,"MAGI3"
3,"PYROXD1"
3,"PERP"
3,"RRP15"
3,"NARS1"
3,"R3HDM4"
3,"INAFM2"
3,"SCOC"
3,"UBE2A"
3,"ZCWPW1"
3,"MINDY3"
3,"MED6"
3,"SETDB2"
3,"ABHD1"
3,"HSPA1A"
3,"MAK16"
3,"ZNF181"
3,"BTG1"
3,"DNAJC3"
3,"TRNT1"
3,"TSEN15"
3,"PYCR2"
3,"ZNF230"
3,"C3orf33"
3,"LIN7C"
3,"SDC3"
3,"GPRC5D-AS1"
3,"ZNNT1"
3,"ENOPH1"
3,"RAP1A"
3,"CCDC25"
3,"CHCHD1"
3,"FAHD2A"
3,"TSG101"
3,"ARFIP1"
3,"FANCF"
3,"SP140"
3,"ATP5ME"
3,"ZNF334"
3,"RGPD3"
3,"RPS25"
3,"PEX2"
3,"PRPF18"
3,"TMEM170B"
3,"B3GALT9"
3,"NETO2"
3,"MRPL48"
3,"VDAC1"
3,"SRP14"
3,"TMEM87A"
3,"AP3S2"
3,"KCNJ15"
3,"TCAIM"
3,"HNRNPK"
3,"CXCR1"
3,"GPATCH2"
3,"MAGEB1"
3,"STOX1"
3,"TAPT1"
3,"LACC1"
3,"LOC102723834"
3,"GGCT"
3,"EIF1AD"
3,"RNFT1"
3,"MACO1"
3,"SLC35F6"
3,"PPP2R5E"
3,"ZC3H8"
3,"TARS3"
3,"UBE2E2"
3,"SPATA7"
3,"RNF2"
3,"BRWD1"
3,"UTP23"
3,"REP15"
3,"LILRA6"
3,"BTBD10"
3,"TMEM33"
3,"RFTN2"
3,"SNAI1"
3,"TNC"
3,"UBE2K"
3,"NPY5R"
3,"DDX59"
3,"CEP68"
3,"TMBIM4"
3,"BCKDHB"
3,"RIOK1"
3,"GUCY1A1"
3,"MIR1244-4"
3,"WDR35"
3,"SENP6"
3,"AGTPBP1"
3,"SEMG2"
3,"CEP83"
3,"EAPP"
3,"PEX11A"
3,"ETFRF1"
3,"PRLR"
3,"TIMM17A"
3,"ZNF33A"
3,"SLC25A26"
3,"PABPC4L"
3,"MCTS1"
3,"SENP5"
3,"MECOM"
3,"UTP11"
3,"RPS19P1"
3,"CMTM6"
3,"DDX6"
3,"HOOK1"
3,"GPALPP1"
3,"CNOT11"
3,"ACSS3"
3,"EPB41L4B"
3,"NIPBL"
3,"MRAS"
3,"SCAI"
3,"ARL4A"
3,"RAB5A"
3,"PART1"
3,"MEAF6"
3,"DNAJC28"
3,"MIX23"
3,"TRMT11"
3,"CHURC1"
3,"PPP1CC"
3,"UBE3D"
3,"STXBP3"
3,"APPBP2"
3,"STX17"
3,"MRPL34"
3,"SRSF8"
3,"SRD5A3"
3,"GSPT2"
3,"NAA10"
3,"ATP5PO"
3,"NUTF2"
3,"POLR3F"
3,"SLC12A5"
3,"LYPLAL1"
3,"MDH1"
3,"TOP2B"
3,"RGMB"
3,"NPL"
3,"GOLM2"
3,"NUFIP1"
3,"GPATCH1"
3,"FMO4"
3,"PDCD5"
3,"CNPY2"
3,"IFNGR2"
3,"PTP4A2"
3,"PCDHB14"
3,"SMIM14"
3,"NIT2"
3,"KCTD21-AS1"
3,"TEFM"
3,"AK3"
3,"COA3"
3,"AUH"
3,"RPL23"
3,"MBNL1"
3,"ALPK1"
3,"B3GALNT2"
3,"ATP23"
3,"LOXL1-AS1"
3,"LOC100132249"
3,"LOC105376060"
3,"SDAD1"
3,"ZNF250"
3,"ABHD14A"
3,"CD96"
3,"VAMP4"
3,"GAS6-DT"
