"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"7312","TMIE",24.6993465424961,0.486790775003182,0.358047510171095,1.35957033961936,0.173965929470051,0.461272739853299,"none"
"7313","TRIM8",5900.65571851719,0.205039924513899,0.150817085324079,1.35952716546209,0.173979600299797,0.461272739853299,"none"
"7314","AFMID",746.020841053662,-0.140688893664156,0.103503215286,-1.35927075574807,0.174060807384479,0.461431028422136,"none"
"7315","LARP1",5884.2997702128,0.17844396470235,0.131322028930129,1.35882735102495,0.174201304145983,0.461689400081565,"none"
"7316","PRDX2",3145.11185978199,0.189836378291544,0.139721507600871,1.35867685334337,0.174249009931959,0.461758800309996,"none"
"7317","NHLRC3",159.246292538277,-0.285321747502529,0.210038646761411,-1.35842499417088,0.174328867802417,0.461913375702207,"none"
"7318","KCNE4",14.3277753585441,-0.623969797957173,0.459430511400432,-1.35813748210844,0.174420063662756,0.462040901976759,"none"
"7319","NXPH2",14.7784507925921,-0.76473585263562,0.563163932787437,-1.35792760884115,0.174486655786674,0.46216024851434,"none"
"7320","EIF4E",1036.09400572184,-0.159668021107171,0.117608987250306,-1.35761751580559,0.174585082067739,0.462180509044068,"none"
"7321","KIF3A",351.371115676201,-0.286957169131121,0.211367225392546,-1.35762376876638,0.174583096913088,0.462180509044068,"none"
"7322","LONRF1",65.9833277219512,0.458738759117758,0.337886604704849,1.35767074731618,0.174568182967525,0.462180509044068,"none"
"7323","TUBGCP2",3531.99534288579,0.190379497603674,0.140255686869569,1.35737453398747,0.174662235613618,0.462180509044068,"none"
"7324","CCNB1IP1",866.762231097817,-0.16442118486825,0.12112787277023,-1.35741824823543,0.174648353235768,0.462180509044068,"none"
"7325","B4GALT6",153.841738852474,-0.371159246555019,0.273433036548458,-1.35740454496705,0.174652704907901,0.462180509044068,"none"
"7326","ZNF333",119.043898111087,-0.282334527750593,0.208002577602147,-1.35736071641681,0.174666623844822,0.462180509044068,"none"
"7327","CCDC57",991.991667289215,0.210473725233769,0.15506913975101,1.35728956497547,0.17468922166526,0.462183308171577,"none"
"7328","DDX59",254.44398712843,-0.164965016951299,0.121570811167028,-1.35694592614548,0.174798392675804,0.462358125202751,"none"
"7329","ING5",1306.25239051641,0.128659168412754,0.0948233830827381,1.35682955226869,0.174835375166023,0.462398945511816,"none"
"7330","POMP",2707.11247284623,-0.169812591799196,0.125211167978093,-1.35620963003002,0.1750324788705,0.46286318697613,"none"
"7331","SNX7",509.602052697032,-0.305035633883838,0.224948082479197,-1.35602682415418,0.175090633478994,0.462902873651895,"none"
"7332","MUC5B",71.5441795932351,-0.592959855614361,0.437320251648918,-1.35589388641071,0.175132932981709,0.462957662065853,"none"
"7333","MRPL24",2758.95215718261,0.220746830872259,0.162843848845067,1.35557365192395,0.175234859803572,0.463170040256866,"none"
"7334","DYNLT2",110.746440342729,-0.413330076560407,0.305012708823585,-1.35512411320366,0.175378017292964,0.463434250868858,"none"
"7335","SLC7A11",260.938744500346,0.492288070851957,0.363449605393,1.35448783970928,0.17558079037636,0.463527217793498,"none"
"7336","MAFA",11.9541996259374,0.860848785442752,0.635599820581679,1.35438802461419,0.17561261616794,0.463527217793498,"none"
"7337","TEX10",1549.90080025135,-0.188530118746472,0.139192891744417,-1.35445220214727,0.175592152829359,0.463527217793498,"none"
"7338","TRMT10B",211.892201761146,-0.301042865397418,0.22226109976405,-1.35445593366091,0.175590963071638,0.463527217793498,"none"
"7339","RASL11A",23.8820192008611,0.487382948953931,0.359724896303989,1.35487689053933,0.175456783564183,0.463527217793498,"none"
"7340","INO80E",2300.66150188505,0.158519139041836,0.117019594005439,1.35463757492157,0.175533055749386,0.463527217793498,"none"
"7341","GNRH2",15.0731585937418,0.509901633390084,0.376432577381065,1.35456297894724,0.17555683525818,0.463527217793498,"none"
"7342","MPV17L2",604.91925961721,0.159938446336372,0.118079434671901,1.35449874722708,0.17557731280257,0.463527217793498,"none"
"7343","LINC01145",161.492197433971,0.180563691456742,0.133356084218051,1.35399665126265,0.175737446088624,0.463584752978067,"none"
"7344","SRRM2-AS1",45.17961115483,0.412872047171644,0.304915122524918,1.35405565900689,0.175718621123394,0.463584752978067,"none"
"7345","NT5M",48.6622242959776,0.340006634492412,0.251101806073804,1.35405889670294,0.175717588259861,0.463584752978067,"none"
"7346","ZNF514",430.81498035105,-0.303276927255901,0.224073250141396,-1.35347225545452,0.175904807720244,0.463912175424444,"none"
"7347","TAF1",1541.99894222375,-0.333470992436407,0.246406179751842,-1.35333859228794,0.175947485503246,0.463967702647553,"none"
"7348","OAZ3",35.6407513627833,0.448536147499606,0.331555463663081,1.35282387611443,0.176111903159123,0.464287149045989,"none"
"7349","PRKAR2B",27.2241173477389,0.468144701892728,0.346144474124538,1.35245464506331,0.17622991851733,0.464484137283669,"none"
"7350","COX19",509.382234952881,0.271361944177319,0.200672080504789,1.35226556427137,0.176290376227584,0.464583197931633,"none"
"7351","ONECUT3",8.40394522130347,-0.981955679848485,0.726355672826975,-1.35189373000518,0.176409313615183,0.464728623970656,"none"
"7352","UBAC2",2234.99806381655,0.132464544350188,0.0979941465570006,1.35175976325419,0.176452179767052,0.464784485791999,"none"
"7353","LOC107985911",255.409197367025,0.231370583892805,0.171252527266761,1.35104916456151,0.176679684148212,0.465269511876312,"none"
